code;url;creator;created_t;created_datetime;last_modified_t;last_modified_datetime;product_name;generic_name;quantity;packaging;packaging_tags;brands;brands_tags;categories;categories_tags;categories_en;origins;origins_tags;manufacturing_places;manufacturing_places_tags;labels;labels_tags;labels_en;emb_codes;emb_codes_tags;first_packaging_code_geo;cities;cities_tags;purchase_places;stores;countries;countries_tags;countries_en;ingredients_text;allergens;allergens_en;traces;traces_tags;traces_en;serving_size;serving_quantity;no_nutriments;additives_n;additives;additives_tags;additives_en;ingredients_from_palm_oil_n;ingredients_from_palm_oil;ingredients_from_palm_oil_tags;ingredients_that_may_be_from_palm_oil_n;ingredients_that_may_be_from_palm_oil;ingredients_that_may_be_from_palm_oil_tags;nutriscore_score;nutriscore_grade;nova_group;pnns_groups_1;pnns_groups_2;states;states_tags;states_en;brand_owner;main_category;main_category_en;image_url;image_small_url;image_ingredients_url;image_ingredients_small_url;image_nutrition_url;image_nutrition_small_url;energy-kj_100g;energy-kcal_100g;energy_100g;energy-from-fat_100g;fat_100g;saturated-fat_100g;-butyric-acid_100g;-caproic-acid_100g;-caprylic-acid_100g;-capric-acid_100g;-lauric-acid_100g;-myristic-acid_100g;-palmitic-acid_100g;-stearic-acid_100g;-arachidic-acid_100g;-behenic-acid_100g;-lignoceric-acid_100g;-cerotic-acid_100g;-montanic-acid_100g;-melissic-acid_100g;monounsaturated-fat_100g;polyunsaturated-fat_100g;omega-3-fat_100g;-alpha-linolenic-acid_100g;-eicosapentaenoic-acid_100g;-docosahexaenoic-acid_100g;omega-6-fat_100g;-linoleic-acid_100g;-arachidonic-acid_100g;-gamma-linolenic-acid_100g;-dihomo-gamma-linolenic-acid_100g;omega-9-fat_100g;-oleic-acid_100g;-elaidic-acid_100g;-gondoic-acid_100g;-mead-acid_100g;-erucic-acid_100g;-nervonic-acid_100g;trans-fat_100g;cholesterol_100g;carbohydrates_100g;sugars_100g;-sucrose_100g;-glucose_100g;-fructose_100g;-lactose_100g;-maltose_100g;-maltodextrins_100g;starch_100g;polyols_100g;fiber_100g;-soluble-fiber_100g;-insoluble-fiber_100g;proteins_100g;casein_100g;serum-proteins_100g;nucleotides_100g;salt_100g;sodium_100g;alcohol_100g;vitamin-a_100g;beta-carotene_100g;vitamin-d_100g;vitamin-e_100g;vitamin-k_100g;vitamin-c_100g;vitamin-b1_100g;vitamin-b2_100g;vitamin-pp_100g;vitamin-b6_100g;vitamin-b9_100g;folates_100g;vitamin-b12_100g;biotin_100g;pantothenic-acid_100g;silica_100g;bicarbonate_100g;potassium_100g;chloride_100g;calcium_100g;phosphorus_100g;iron_100g;magnesium_100g;zinc_100g;copper_100g;manganese_100g;fluoride_100g;selenium_100g;chromium_100g;molybdenum_100g;iodine_100g;caffeine_100g;taurine_100g;ph_100g;fruits-vegetables-nuts_100g;fruits-vegetables-nuts-dried_100g;fruits-vegetables-nuts-estimate_100g;collagen-meat-protein-ratio_100g;cocoa_100g;chlorophyl_100g;carbon-footprint_100g;carbon-footprint-from-meat-or-fish_100g;nutrition-score-fr_100g;nutrition-score-uk_100g;glycemic-index_100g;water-hardness_100g;choline_100g;phylloquinone_100g;beta-glucan_100g;inositol_100g;carnitine_100g
0000000003087;http://world-en.openfoodfacts.org/product/0000000003087/farine-de-ble-noir-ferme-t-y-r-nao;openfoodfacts-contributors;1474103866;2016-09-17T09:17:46Z;1474103893;2016-09-17T09:18:13Z;Farine de blé noir;;1kg;;;Ferme t'y R'nao;ferme-t-y-r-nao;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/000/000/3087/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3087/front_fr.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000000003384;http://world-en.openfoodfacts.org/product/0000000003384/mousse-chocolat-douceur;kiliweb;1520597206;2018-03-09T12:06:46Z;1561463762;2019-06-25T11:56:02Z;Mousse chocolat douceur;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/000/000/3384/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3384/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3384/ingredients_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3384/ingredients_fr.11.200.jpg;;;;707;707;;5.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.7;21.6;;;;;;;;;;;;5.8;;;;0.443;0.1772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000000000364;http://world-en.openfoodfacts.org/product/000000000364/baguette-bio-au-levain;kiliweb;1576003163;2019-12-10T18:39:23Z;1582761090;2020-02-26T23:51:30Z;Baguette bio au levain;;;;;;;;;;;;;;Organic, en:fr-bio-01;en:organic,en:eu-organic,en:fr-bio-01;Organic,EU Organic,FR-BIO-01;;;;;;;;en:fr;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/000/000/364/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/364/front_fr.3.200.jpg;;;https://static.openfoodfacts.org/images/products/000/000/000/364/nutrition_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/364/nutrition_fr.5.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000000003780;http://world-en.openfoodfacts.org/product/0000000003780/coca-des-flandres;kiliweb;1528624342;2018-06-10T09:52:22Z;1528624345;2018-06-10T09:52:25Z;Coca des flandres;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;;;https://static.openfoodfacts.org/images/products/000/000/000/3780/ingredients_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3780/ingredients_fr.4.200.jpg;;;;418;418;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;10;;;;;;;;;;;;2;;;;9;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000000003803;http://world-en.openfoodfacts.org/product/0000000003803/brochettes-dinde;kiliweb;1526818055;2018-05-20T12:07:35Z;1549964455;2019-02-12T09:40:55Z;Brochettes dinde;;;;;;;;;;;;;;;;;FR 56.017.001 EC;fr-56-017-001-ec;47.883333,-2.766667;;bignan-morbihan-france;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/000/000/3803/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3803/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3803/ingredients_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3803/ingredients_fr.7.200.jpg;;;;544;544;;7.2;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;17;;;;0.3;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000000003827;http://world-en.openfoodfacts.org/product/0000000003827/suedois-saumon-crous;kiliweb;1518691473;2018-02-15T10:44:33Z;1518691490;2018-02-15T10:44:50Z;Suedois saumon;;;;;Crous;crous;;;;;;;;;;;;;;;;;;France;en:france;France;Paln suédois 42,6%: farine de BLÉ, eau, farine de SEIGLE, sucre, huile de colza non hydrogénée, sirop de sucre, gluten de BLÉ, sel, levure, levain en poudre (SEIGLE), poudre à lever: E503, fructose, agent de traitement de la farine: E300, enzymes. Garniture 57,4%: SAUMON Atlantique, sel origine Frane6,-Fdorvège, ÉëòS%EChlli), salade 29,6%, FROMAGE BLANO.Z,8% MG 14,8%, c)b'oulette;en:fish,en:gluten,en:milk;;;;;;;;2;;en:e300,en:e503;E300 - Ascorbic acid,E503 - Ammonium carbonates;0;;;0;;;;;4;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/000/000/3827/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3827/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3827/ingredients_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3827/ingredients_fr.10.200.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3827/nutrition_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/3827/nutrition_fr.7.200.jpg;;720;720;;4.4;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.3;4.6;;;;;;;;;2.7;;;8.4;;;;3.58;1.432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000000004206;http://world-en.openfoodfacts.org/product/0000000004206/saucisse-au-chou-fume-bbc-sv-morteau;kiliweb;1550479590;2019-02-18T08:46:30Z;1550479594;2019-02-18T08:46:34Z;Saucisse au chou fumé BBC SV (Morteau);;;;;;;;;;;;;;;;;;;;;;;;en:france;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/000/000/4206/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/4206/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/000/000/4206/ingredients_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/4206/ingredients_fr.7.200.jpg;;;;4033;4033;;25;9.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.1;;;;;;;;;;;;20;;;;2.6;1.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000000000429;http://world-en.openfoodfacts.org/product/000000000429/jus-de-pommes;kiliweb;1567080029;2019-08-29T12:00:29Z;1567080749;2019-08-29T12:12:29Z;Jus de Pommes;;;;;;;;;;;;;;en:organic;en:organic;Organic;;;;;;;;en:fr;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/000/000/429/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/429/front_fr.3.200.jpg;;;https://static.openfoodfacts.org/images/products/000/000/000/429/nutrition_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/429/nutrition_fr.5.200.jpg;;201;201;;0.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;11;;;;;;;;;;;;0.2;;;;0.02;0.008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0000000004299;http://world-en.openfoodfacts.org/product/0000000004299/crepes-au-kamok;kiliweb;1539453992;2018-10-13T18:06:32Z;1539453994;2018-10-13T18:06:34Z;Crêpes au Kamok;;;;;;;;;;;;;;;;;;;;;;;;France;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/000/000/4299/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/4299/front_fr.4.200.jpg;https://static.openfoodfacts.org/images/products/000/000/000/4299/ingredients_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/4299/ingredients_fr.7.200.jpg;;;;1247;1247;;5.7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;38;;;;;;;;;;;;3.4;;;;0.6;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000000000436;http://world-en.openfoodfacts.org/product/000000000436/caramel-vanille;kiliweb;1572776836;2019-11-03T10:27:16Z;1572776837;2019-11-03T10:27:17Z;Caramel vanille;;;;;;;;;;;;;;;;;;;;;;;;en:fr;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity to be completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/000/000/436/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/436/front_fr.3.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000000000445;http://world-en.openfoodfacts.org/product/000000000445/the-blanc-de-la-reunion;kiliweb;1580656442;2020-02-02T15:14:02Z;1580657216;2020-02-02T15:26:56Z;Thé blanc de la Reunion;;4 g;;;;;;;;;;;;;;;;;;;;;;en:fr;en:france;France;;;;;;;;;;;;;;;;;;;;;;;unknown;unknown;en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded;en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded;To be completed,Nutrition facts to be completed,Ingredients to be completed,Expiration date to be completed,Packaging code to be completed,Characteristics to be completed,Categories to be completed,Brands to be completed,Packaging to be completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded;;;;https://static.openfoodfacts.org/images/products/000/000/000/445/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/445/front_fr.3.200.jpg;;;https://static.openfoodfacts.org/images/products/000/000/000/445/nutrition_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/000/000/000/445/nutrition_fr.5.200.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
